id,sort_name,name,CreatorURL,gender,biography,date,CreatorArt
3540,"Codazzi, Viviano",Viviano Codazzi,https://art.thewalters.org/browse/creator/viviano-codazzi,male,," (Italian, ca. 1604-1670)",10935
2817,"Coecke van Aelst, Pieter the elder","Pieter Coecke van Aelst, the elder",https://art.thewalters.org/browse/creator/pieter-coecke-van-aelst-the-elder,male,," (Flemish, 1502-1550)",35964|18300|18300|35964
2884,"Coello, Alonso Sánchez",Alonso Sánchez Coello,https://art.thewalters.org/browse/creator/alonso-snchez-coello,male,," (Spanish, ca. 1531-1588)",3349|3349
15503,"Colantonio, Marzio di",Marzio di Colantonio,https://art.thewalters.org/browse/creator/marzio-di-colantonio,male,," (Italian, ca. 1560-ca. 1620)",20554
7083,"Cole, Thomas",Thomas Cole,https://art.thewalters.org/browse/creator/thomas-cole,male,," (American, 1801-1848)",26768
16368,Colima,Colima,https://art.thewalters.org/browse/creator/colima,,,,78395|78403|78423|78428|78396|80188|83517|83518|83519|83520|83521|83522|83523|83524|83525|83526|80206|80208|80209|80215|80516|80517|80518|80218|80327|80330|80335|80440|80165|80168|80171|80173|80175|80184|80250|80257|80262|80266|80277|80291|80293|80309|80319|80321|80322|80328|80329|80331|80333|80336|80342|80367|80368|80372|80439|80441|80444|80451
18485,"Colin, Charles Amédée",Charles Amédée Colin,https://art.thewalters.org/browse/creator/charles-amcdce-colin,male,," (French, 1808-1873)",81396
16130,"Colladon, François Samuel",François Samuel Colladon,https://art.thewalters.org/browse/creator/franbois-samuel-colladon,,, (French),32668
16131,"Colladon, Jean-Etienne",Jean-Etienne Colladon,https://art.thewalters.org/browse/creator/jean-etienne-colladon,,, (French),32668
15515,"Collaert, Hans the elder",Hans Collaert the elder,https://art.thewalters.org/browse/creator/hans-collaert-the-elder,male,," (Flemish, ca. 1530-1581)",39731
15516,"Collaert, Hans the younger",Hans Collaert the younger,https://art.thewalters.org/browse/creator/hans-collaert-the-younger,male,," (Flemish, 1566-1628)",39731
32750,Collection Pierre Corrard,Collection Pierre Corrard,https://art.thewalters.org/browse/creator/collection-pierre-corrard,,,,87901
4024,"Collins, William",William Collins,https://art.thewalters.org/browse/creator/william-collins,male,," (British, 1788-1847)",39891|7684
2463,"Collomby, Abraham",Abraham Collomby,https://art.thewalters.org/browse/creator/abraham-collomby,,,,6866
7142,"Colman, Samuel",Samuel Colman,https://art.thewalters.org/browse/creator/samuel-colman,male,," (American, 1832 - 1920)",333
2238,"Colombe, Jean",Jean Colombe,https://art.thewalters.org/browse/creator/jean-colombe,male,," (French, ca. 1430-1493)",4409|4899|85643|89997|90200|90822
2951,"Colombe, Michel",Michel Colombe,https://art.thewalters.org/browse/creator/michel-colombe,male,," (French, ca. 1430-1514)",34695
15523,Colombian,Colombian,https://art.thewalters.org/browse/creator/colombian,,,,16032|79391|79416|80222|80223|80224|80225|80233|80242|80369|80370|80238
7845,"Colonna, Francesco",Francesco Colonna,https://art.thewalters.org/browse/creator/francesco-colonna,,, (1433 (?) - 1527),11599
7302,"Colonne, Guido delle",Guido delle Colonne,https://art.thewalters.org/browse/creator/guido-delle-colonne,,, (13th century),37024|92011
3290,"Colonnettes, Atelier of Diptychs aux",Atelier of Diptychs aux Colonnettes,https://art.thewalters.org/browse/creator/atelier-of-diptychs-aux-colonnettes,,,,33458
2025,"Coltellini, Michele di Luca dei",Michele di Luca dei Coltellini,https://art.thewalters.org/browse/creator/michele-di-luca-dei-coltellini,male,," (Italian, ca. 1480-1543)",1627
6218,"Columella, Lucius J. M.",Lucius J. M. Columella,https://art.thewalters.org/browse/creator/lucius-j-m-columella,male,," (Roman, Roman)",28262
3852,"Colyn, David",David Colyn,https://art.thewalters.org/browse/creator/david-colyn,male,," (Dutch, ca. 1582-after 1668)",19577|1093
34767,"Comoléra, Paul",Paul Comoléra,https://art.thewalters.org/browse/creator/paul-comolra,,," (French, 1818 - 1897)",100992|103674
7940,Compagnia di San Bastiano in San Martino ai Campi,Compagnia di San Bastiano in San Martino ai Campi,https://art.thewalters.org/browse/creator/compagnia-di-san-bastiano-in-san-martino-ai-campi,,,,33228
5928,"Conca, Sebastiano",Sebastiano Conca,https://art.thewalters.org/browse/creator/sebastiano-conca,male,," (Italian, ca. 1680-1764)",35526|1482|6273|1574
16300,Congolese,Congolese,https://art.thewalters.org/browse/creator/congolese,,,,10458
8479,Conrad of Hirsau,Conrad of Hirsau,https://art.thewalters.org/browse/creator/conrad-of-hirsau,,,,19908|79085|88766|88767|88768|88769|88770|88771|88772|88773|88774|88775|88776|79086|90572
6196,"Constable, John",John Constable,https://art.thewalters.org/browse/creator/john-constable,male,," (English, 1776-1837)",7436|2772|17074
15436,"Cooper, Robert",Robert Cooper,https://art.thewalters.org/browse/creator/robert-cooper,,,,29940|18734
2935,"Cooper, Samuel",Samuel Cooper,https://art.thewalters.org/browse/creator/samuel-cooper,male,," (English, 1608-1672)",10202
15444,"Cooper, William",William Cooper,https://art.thewalters.org/browse/creator/william-cooper,male,," (American, 1694-1743)",6692
36505,Copeland & Garrett,Copeland & Garrett,https://art.thewalters.org/browse/creator/copeland--garrett,,," (English, 1833 - 1847)",103190
8587,"Copenhagen 4223, Painter of",Painter of Copenhagen 4223,https://art.thewalters.org/browse/creator/painter-of-copenhagen-4223,,," (Greek, active ca. 345 BC-325 BC)",24434
2633,"Copley, John Singleton",John Singleton Copley,https://art.thewalters.org/browse/creator/john-singleton-copley,,," (American, 1738-1815)",29216|20174
6833,Coptic,Coptic,https://art.thewalters.org/browse/creator/coptic,,,,6196|20094|6531|14931|27578|25767|4591|12409|4882|26754|8526|1901|23822|1639|10122|24138|27143|2201|6822|17625|10452|30169|18440|32930|14630|22988|12833|12961|6580|24369|34927|5120|14985|19235|16472|40672|18468|19543|11862|25044|34399|16520
34733,"Cordier, Charles",Charles Cordier,https://art.thewalters.org/browse/creator/charles-cordier,,," (French, active 1722 - 1726)",18401
4022,"Cordier, Charles-Henri-Joseph",Charles-Henri-Joseph Cordier,https://art.thewalters.org/browse/creator/charles-henri-joseph-cordier,male,," (French, 1827-1905)",15324|13283
5782,"Corente, Giovanni",Giovanni Corente,https://art.thewalters.org/browse/creator/giovanni-corente,male,," (Italian, active 15th century)",33487
2751,"Corna, Antonio della",Antonio della Corna,https://art.thewalters.org/browse/creator/antonio-della-corna,male,," (Italian, active 1469-1491)",17375
4300,"Cornaille, Antoine-Toussaint",Antoine-Toussaint Cornaille,https://art.thewalters.org/browse/creator/antoine-toussaint-cornaille,male,," (French, 1735-1812)",15255|22127
4398,"Corner, Thomas Cromwell",Thomas Cromwell Corner,https://art.thewalters.org/browse/creator/thomas-cromwell-corner,male,," (American, 1865-1938)",6141
3291,"Corot, Jean-Baptiste-Camille",Jean-Baptiste-Camille Corot,https://art.thewalters.org/browse/creator/jean-baptiste-camille-corot,male,"Corot was a pivotal figure in the rise of landscape painting in 19th-century France. The son of a wealthy cloth merchant, he enjoyed a substantial private income by the early 1820s and did not have to concern himself with producing works to satisfy the market. He pursued an academic training, which informed his life-long attachment to historical landscape painting. He regularly exhibited mythological and literary subjects at the Paris Salon over some five decades. At the same time, he was an avid traveler, and his naturalistic outdoor oil sketches made around Italy and France are today the best-known aspect of his work. Such studies were an important influence on the young impressionists such as Camille Pissarro (1831-1903) and Pierre-Auguste Renoir (1841-1919)."
"
"
"
Corot believed that the most elevated kind of art was the product of poetic re-creation in the studio. In the later part of his life, as his health declined, he produced an increasing number of ""souvenir"" works informed by his exceptional visual memory. During a period of rapid social change, such works offered an escape into an idyllic and timeless past. He also produced several late portraits of female models dressed in a range of orientalist and Italianate costumes."
"
"
"
Perhaps the most notable aspect of Corot's practice of repetition was his extensive output of reductions of his major works, particularly in the 1850s and 1860s. Many of these were commissioned by the expanding number of dealers in Second Empire Paris. Sometimes they were produced in collaboration with his students such as Achille Oudinot (1820-91)."," (French, 1796-1875)",26866|35281|938|40701|9373|5511|10405|1012
2791,Correggio,Correggio,https://art.thewalters.org/browse/creator/correggio,male,," (Italian, ca. 1489-1534)",10566
7109,"Corrozet, Gilles",Gilles Corrozet,https://art.thewalters.org/browse/creator/gilles-corrozet,,, (1510-1568),13769|3217
6504,"Cort, Hendrik Frans de",Hendrik Frans de Cort,https://art.thewalters.org/browse/creator/hendrik-frans-de-cort,male,," (Flemish, 1742-1810)",11122
5036,"Corvi, Domenico",Domenico Corvi,https://art.thewalters.org/browse/creator/domenico-corvi,male,," (Italian, 1721-1803)",20010
31597,"Cosmas, Indicopleustes","Cosmas, Indicopleustes",https://art.thewalters.org/browse/creator/cosmas-indicopleustes,,, (fl. 6th century),26279|81011|25893|8721|36376|32697|11961|10048|16299|30774
15547,Costa Rican,Costa Rican,https://art.thewalters.org/browse/creator/costa-rican,,,,27277|80179|80180|80200|80247|80261|80263|80273|80325|80326|80361|80362|80363|80365|80411|80412|80428
17194,"Costa, Lorenzo di Ottavio",Lorenzo di Ottavio Costa,https://art.thewalters.org/browse/creator/lorenzo-di-ottavio-costa,male,," (Italian, ca. 1460-1535)",28440
3124,"Costanzi, Placido",Placido Costanzi,https://art.thewalters.org/browse/creator/placido-costanzi,male,," (Italian, 1702-1759)",30203
6333,"Cosway, Richard",Richard Cosway,https://art.thewalters.org/browse/creator/richard-cosway,male,," (English, 1742-1821)",39647
6930,"Cosyns, Jan",Jan Cosyns,https://art.thewalters.org/browse/creator/jan-cosyns,male,," (Flemish, 1647-1708)",38290
4227,"Coteau, Jean",Jean Coteau,https://art.thewalters.org/browse/creator/jean-coteau,male,," (Swiss, ca. 1739-after 1812)",23837
2821,"Couder, Alexandre",Alexandre Couder,https://art.thewalters.org/browse/creator/alexandre-couder,male,," (French, 1808-1879)",29534|22454|16367
34218,"Coulaux, Clothilde",Clothilde Coulaux,https://art.thewalters.org/browse/creator/clothilde-coulaux,,," (French, 1878 - 1931)",97121
4987,"Coulin, Jacques",Jacques Coulin,https://art.thewalters.org/browse/creator/jacques-coulin,,,,40577
4823,"Courbet, Gustave",Gustave Courbet,https://art.thewalters.org/browse/creator/gustave-courbet,male,," (French, 1819-1877)",30546|29580|26976
4023,"Courtauld, Samuel",Samuel Courtauld,https://art.thewalters.org/browse/creator/samuel-courtauld,male,," (English, 1876-1947)",9981
17015,"Courteys, Martial",Martial Courteys,https://art.thewalters.org/browse/creator/martial-courteys,male,," (French, died 1592)",10101
2005,"Courteys, Pierre",Pierre Courteys,https://art.thewalters.org/browse/creator/pierre-courteys,male,," (French, ca. 1520-ca. 1586)",13747|30778|35802|26571|19544|29076|9016|19439|32282|36412|37939|13747
6295,"Couture, Thomas",Thomas Couture,https://art.thewalters.org/browse/creator/thomas-couture,male,," (French, 1815-1879)",4761|27675|12349|13728
3477,"Couturier, Philibert Léon",Philibert Léon Couturier,https://art.thewalters.org/browse/creator/philibert-lcon-couturier,male,," (French, 1823-1901)",18467
2932,"Cox, James",James Cox,https://art.thewalters.org/browse/creator/james-cox,male,," (English, active ca. 1760-1788)",31416
4386,"Cozette, Pierre-Francois",Pierre-Francois Cozette,https://art.thewalters.org/browse/creator/pierre-francois-cozette,male,," (French, 1714-1801)",24490
6690,"Cozzarelli, Guidoccio",Guidoccio Cozzarelli,https://art.thewalters.org/browse/creator/guidoccio-cozzarelli,male,," (Italian, 1450-1516/1517)",38242|30657
3838,"Cranach, Lucas the elder",Lucas Cranach the elder,https://art.thewalters.org/browse/creator/lucas-cranach-the-elder,male,," (German, 1472-1553)",21924|9422|96
34987,Cremona,Cremona,https://art.thewalters.org/browse/creator/cremona,,, (Italian),23455
7138,"Crespi, Giuseppe Maria",Giuseppe Maria Crespi,https://art.thewalters.org/browse/creator/giuseppe-maria-crespi,male,," (Italian, 1665-1747)",3459
15493,"Crespos, Ferdinand á",Ferdinand á Crespos,https://art.thewalters.org/browse/creator/ferdinand--crespos,,, (Spanish),36821
16695,Cretan,Cretan,https://art.thewalters.org/browse/creator/cretan,,,,85659
3372,"Crew, Emma",Emma Crew,https://art.thewalters.org/browse/creator/crew,,," (British, active ca. 1783)",5578|32078
6712,"Crivelli, Carlo",Carlo Crivelli,https://art.thewalters.org/browse/creator/carlo-crivelli,male,," (Italian, ca. 1430 - ca. 1495)",33328
4258,"Crivelli, Vittore",Vittore Crivelli,https://art.thewalters.org/browse/creator/vittore-crivelli,male,," (Italian, ca. 1444-ca. 1501)",27786
3121,"Crocifissi, Simone dei",Simone dei Crocifissi,https://art.thewalters.org/browse/creator/simone-dei-crocifissi,male,," (Italian, active 1355-1399)",559
4706,"Cummings, Thomas Seir",Thomas Seir Cummings,https://art.thewalters.org/browse/creator/thomas-seir-cummings,male,," (American, 1804-1894)",7796
35249,Cup'ig (Alaskan Native),Cup'ig (Alaskan Native),https://art.thewalters.org/browse/creator/cupig-alaskan-native,,,,5252|29491|82623
8559,Cupisnique,Cupisnique,https://art.thewalters.org/browse/creator/cupisnique,,,,79364|79370|79371|79372|79397|79382|79384|79439|80256|79374|80313
3767,"Cuyp, Benjamin Gerritsz",Benjamin Gerritsz Cuyp,https://art.thewalters.org/browse/creator/benjamin-gerritsz-cuyp,male,," (Dutch, 1612-1652)",8325
3563,"Cuyp, Jacob Gerritsz.",Jacob Gerritsz. Cuyp,https://art.thewalters.org/browse/creator/jacob-gerritsz-cuyp,male,," (Dutch, 1594-1651/2)",9919
6485,Cypriot,Cypriot,https://art.thewalters.org/browse/creator/cypriote,,,,16048|14724|40369|11274|29618|36089|16770|11885|10651|13465|19421|33801|29529|39620|30332|28318|32450|18369|15454|15367|2957|7760|27020|2396|747|38408|28228|35218|20907|9774|13806|659|24548|5987|33808
35383,"Célos, Jules-François",Jules-François Célos,https://art.thewalters.org/browse/creator/jules-franois-clos,,," (French, 1841 - 1895)",87601|87602
34152,D. F. Haynes and Co.,D. F. Haynes and Co.,https://art.thewalters.org/browse/creator/d-f-haynes-and-co,,," (American, 1880 - 1912)",96460|101199|103654|103647|103651
15455,"D., V.",V. D.,https://art.thewalters.org/browse/creator/v-d,,," (Russian, 1741-1753)",23879
7653,"Da Ponte, Niccolo",Niccolo Da Ponte,https://art.thewalters.org/browse/creator/niccolo-da-ponte,,," (Italian, 1491-1585)",20914
18958,"Dabwani, Musa",Musa Dabwani,https://art.thewalters.org/browse/creator/musa-dabwani,,," (Yemeni, active ca. 1748-1775)",80924
15775,"Daddi, Bernardo",Bernardo Daddi,https://art.thewalters.org/browse/creator/bernardo-daddi,male,," (Italian, active ca. 1280-1348)",38112
5289,"Dagnan-Bouveret, Pascal Adolphe Jean",Pascal Adolphe Jean Dagnan-Bouveret,https://art.thewalters.org/browse/creator/pascal-adolphe-jean-dagnan-bouveret,male,," (French, 1852-1929)",17015|24467
6846,"Dagonet, Ernest",Ernest Dagonet,https://art.thewalters.org/browse/creator/ernest-dagonet,male,," (French, 1856-1926)",21386
14875,Daikokuya,Daikokuya,https://art.thewalters.org/browse/creator/daikokuya,,,,34259
14877,"Daikokuya Heikichi, Shojudo","Daikokuya Heikichi, Shojudo",https://art.thewalters.org/browse/creator/daikokuya-heikichi-shojudo,,,,10551|24284
14878,Daikokuya Kinjiro,Daikokuya Kinjiro,https://art.thewalters.org/browse/creator/daikokuya-kinjiro,,,,30643|79234|79235|79236
14879,Daikokuya Kinnosuke,Daikokuya Kinnosuke,https://art.thewalters.org/browse/creator/daikokuya-kinnosuke,,,,1297|15697|32545
4202,"Dailly, J. J.",J. J. Dailly,https://art.thewalters.org/browse/creator/j-j-dailly,,,,22517|21913
6717,"Dalee, Justus",Justus Dalee,https://art.thewalters.org/browse/creator/justus-dalee,male,," (American, 1793-1878)",27365|91882|91883|91884|91885|91886|91887|91888|91889|91890|91891|91892|91893|91894|91895|91896|91897|91898|91899|91900|91901|91902|91903
16511,"Damini, Vincenzo",Vincenzo Damini,https://art.thewalters.org/browse/creator/vincenzo-damini,male,," (Italian, born 1690-1696, died after 1749)",20586
36491,"Dammouse, Pierre Adolphe",Pierre Adolphe Dammouse,https://art.thewalters.org/browse/creator/pierre-adolphe-dammouse,,," (France, 1817 - 1880)",18197
33071,Danish,Danish,https://art.thewalters.org/browse/creator/danish,,,,36143
2028,"Dankelmair, Thomas",Thomas Dankelmair,https://art.thewalters.org/browse/creator/thomas-dankelmair,male,," (German, 1708-1763)",5643
1922,"Dantzig, Johann Georg Weyer",Johann Georg Weyer Dantzig,https://art.thewalters.org/browse/creator/johann-georg-weyer-dantzig,,,,2257
33241,"Darantie`re, Maurice",Maurice Darantie`re,https://art.thewalters.org/browse/creator/maurice-darantiere,,, (French),87716
7504,"Dargelas, André-Henri",André-Henri Dargelas,https://art.thewalters.org/browse/creator/andrc-henri-dargelas,male,," (French, 1828-1906)",9134|9456|25886|33227|24137|33640|36623|30148|20489|7927
17234,Dario di Giovanni,Dario di Giovanni,https://art.thewalters.org/browse/creator/dario-di-giovanni,,," (Italian, ca. 1420 - before 1498)",8986|16311|31171
6799,"Darley, Felix Octavius Carr",Felix Octavius Carr Darley,https://art.thewalters.org/browse/creator/felix-octavius-carr-darley,male,," (American, 1822-1888)",36370|10646|9577|9433
19402,"Das, Thakur",Thakur Das,https://art.thewalters.org/browse/creator/thakur-das,,,,29704|84219|84220
6433,"Daubigny, Charles François",Charles François Daubigny,https://art.thewalters.org/browse/creator/charles-franbois-daubigny,male,," (French, 1817-1878)",25287|5671|14081|35521|17220
7521,"Daumier, Honoré",Honoré Daumier,https://art.thewalters.org/browse/creator/honorc-daumier,male,," (French, 1808-1879)",5043|8953|2863|7902|31440|16494|18201|5567|17005|24079
5217,"David, Gustave",Gustave David,https://art.thewalters.org/browse/creator/gustave-david,male,," (French, 1824-1891)",7176
3590,"David, Jacques-Louis",Jacques-Louis David,https://art.thewalters.org/browse/creator/jacques-louis-david,male,"David's remarkable career encompassed some of the most momentous political upheavals in the history of modern Europe. A highly original artist, David functioned as a visual propagandist, promoting the civic ideals of the 1789 French Revolution as well as those of Napoleon's empire. At one time a close associate of Maximilien Robespierre, a leading figure in the Revolution, he was subsequently enlisted as ""premier peintre"" (first painter) to the upstart Corsican general who would be emperor, Napoleon Bonaparte. Following the abdication of Napoleon and the restoration of the Bourbon monarchy in 1814, David was forced to go underground, eventually settling in Brussels, where he remained in exile until his death."
"
"
"
David's participation in Revolutionary politics (he was among those who voted to condemn Louis XVI to the guillotine and held official posts on several powerful committees) should not overshadow the artistic revolution that he set in motion. Repelled by 18th-century academic norms, which tended toward a graceful but artificial stylization, he looked instead to a diverse array of 17th-century sources for inspiration. David's synthesis of the Classicism of Nicolas Poussin (1594-1665), the Colorism of Peter Paul Rubens (1577-1640), and the Realism of Caravaggio (1571-1610) fed into his complete re-imagining of the antique past. He painted unforgettable history paintings of subjects that had an immediate emotional resonance with his French compatriots of the moment, whether the pre-Revolutionary idealism of the ""Oath of the Horatii,"" (1784) or the imperialist ""Coronation of Napoleon,"" (1805-07). David's sustained influence in the later 19th century was assured by the success of his many gifted pupils, whom he often employed as copyists and collaborators. They would also become his rivals, ultimately usurping David's leadership of the French school."," (French, 1748-1825)",16585
6769,"Davis, John Scarlett",John Scarlett Davis,https://art.thewalters.org/browse/creator/john-scarlett-davis,male,," (English, 1804-1845)",32931
19429,Dawlat,Dawlat,https://art.thewalters.org/browse/creator/dawlat,,,,25935
5706,"De Besancon, Jacques",Jacques De Besancon,https://art.thewalters.org/browse/creator/jacques-de-besancon,male,," (French, French)",28538
4339,"De Kempeneer, Daniel",Daniel De Kempeneer,https://art.thewalters.org/browse/creator/daniel-de-kempeneer,,,,9281
8548,"De Morgan, William",William De Morgan,https://art.thewalters.org/browse/creator/william-de-morgan,male,," (English, 1839-1917)",34062
20941,De Vinne Press,De Vinne Press,https://art.thewalters.org/browse/creator/de-vinne-press,,,,89776
20334,"De Vinne, Theodore Low",Theodore Low De Vinne,https://art.thewalters.org/browse/creator/theodore-low-de-vinne,,," (American, 1828-1914)",89795
35362,"DeSantis, Jessy",Jessy DeSantis,https://art.thewalters.org/browse/creator/jessy-desantis,,, (born 1990),102993
3835,"Decamps, Alexandre-Gabriel",Alexandre-Gabriel Decamps,https://art.thewalters.org/browse/creator/alexandre-gabriel-decamps,male,," (French, 1803-1860)",1589|2351|23610|438
7040,"Deck, Joseph Théodore",Joseph Théodore Deck,https://art.thewalters.org/browse/creator/joseph-thcodore-deck,male,," (French, 1823-1891)",19391|39851|1404|17919|924|38247
5475,"Decker, Paul the elder","Paul Decker, the elder",https://art.thewalters.org/browse/creator/paul-decker-the-elder,male,," (German, 1677-1713)",22673
6984,"Degas, Edgar",Edgar Degas,https://art.thewalters.org/browse/creator/edgar-degas,male,"Degas was one of the dominant members of the impressionist group, yet he rejected most of his colleagues' techniques in favor of his own unique approach to painting and sculpture. Although he had a privileged upbringing, Degas spent most of his life choosing not to fit in, intentionally separating himself both in society and in his profession with his experimental style. He took as his subject matter the leisure activities of the bourgeoisie, such as the ballet and horse racing. Although his works appear effortless, they are, in fact, the culmination of an extensive working process."
"
"
"
He began his career by copying the works of the Old Masters at the Louvre Museum. Because of this formative experience, Degas developed a great respect for the countless studies Renaissance artists made in preparation for each finished work. Like the art of his hero, Jean-Dominique-Auguste Ingres (1780-1867), Degas's art can be characterized by its additive, linear qualities. Degas would take partial studies leftover from some larger project and redraw them, repeatedly turning a simple sketch into a fresh project. Using tracing paper, he would often transfer or recombine figures from different unfinished attempts, continuing to add to the composition as it literally expanded through attached sections of paper or canvas or both."
"
"
"
Degas's art reflected both his taste for Classicism and an admiration of non-Western art such as Japanese wood-block prints. His process was also unique in that it depended upon a cross-fertilization of photography, sculpture, drawing, and painting. Degas obsessively reworked his art, shifting from one medium to the other in a fluid process that resulted in multiple improvisations on any given theme."," (French, 1834-1917)",21009|21331
15257,"Dejoux, Claude",Claude Dejoux,https://art.thewalters.org/browse/creator/claude-dejoux,male,," (French, 1732-1816)",19001
3334,"Delacour, Clovis",Clovis Delacour,https://art.thewalters.org/browse/creator/clovis-delacour,male,," (French, active 1887-1903)",36699
2617,"Delacroix, Eugène",Eugène Delacroix,https://art.thewalters.org/browse/creator/eugrne-delacroix,male,"Although often construed as the polar opposite of Jean-Auguste-Dominique Ingres in artistic identity and approach, Delacroix was in fact just as invested in the traditional goals of Classicism as his supposed rival. While the subject matter to which Delacroix was attracted often derived from literary sources such as Shakespeare or Lord Byron, it would be wrong to treat the art of Delacroix as simply the visual counterpart to literary Romanticism. He was, perhaps, even more important, the last of the great history painters in the Davidian tradition. His most famous painting features an allegorical personification of ""Liberty Leading the People"" (1830, Louvre Museum, Paris) that is just as ambitious in its political rhetoric as Jacques-Louis David's pre-Revolutionary masterpieces. Delacroix viewed monumental, public commissions for decorating the walls of the Palais Bourbon (1833, now the Assemblée nationale) and the ceiling of the Apollo Gallery in the Louvre (1850) as the consummate achievements of his career."
"
"
"
In 1815, Delacroix entered the studio of Pierre Guérin (1774-1833), one of David's most talented pupils, where he painted alongside the slightly older Théodore Géricault (1791-1824), another painter who started out with the ambitions of the Davidian school but was soon identified with the newer current of Romanticism. He was also a devoted student of the greatest artists of the past, spending many hours at the Louvre, where he could see paintings by Raphael, Titian, and Rubens. Delacroix's highly expressive manner of painting, applying bold colors with turbulent strokes of the brush, was the perfect means of translating in paint the passionate nature of the subjects to which he gravitated. Although the allegorical wall paintings that Delacroix labored to complete for such prestigious locales as the Hôtel de Ville (city hall) were considered important by his peers, the smaller easel paintings of exotic subjects have become his best-loved works."," (French, 1798-1863)",3792|4738|35788|21065|16288|40613|3360|355|34776|79164
6497,"Delaroche, Paul",Paul Delaroche,https://art.thewalters.org/browse/creator/paul-delaroche,male,"After completing his formative years of training in the studio of Antoine-Jean Gros (1771-1835), one of Jacques-Louis David's most gifted pupils, Delaroche quickly established himself as a popular favorite. In canvases such as ""Joan of Arc"" (1824, Museum of Fine Arts, Rouen) and the ""Death of Queen Elizabeth"" (1828, Louvre Museum, Paris), he combined a dramatic flair in his choice of narrative moment with an antiquarian's eye for the historical past, magically brought to life through his dazzling representational skills. As would his student Gérôme, Delaroche took full advantage of the reproductive technologies available to the painter to disseminate his work. Most of his major paintings were immediately translated into reproductive prints, which circulated his Salon successes to a broad international public. This process of diffusion through reduced replicas, reproductive prints, and photographs was employed very effectively in the case of Delaroche's most important public commission, ""The Hemicycle of the Fine Arts"" (1841), which he created as a monumental mural for the amphitheater of the École des Beaux-Arts in Paris. It made him so famous that he never felt the need to exhibit at the public Salon again."
"
"
"
Delaroche was considered by his contemporaries to be one of the most important painters in France. However, his name has grown unfamiliar, largely due to the disfavor his art has endured in the wake of Modernism's hostility toward the kind of anecdotal history painting that Delaroche popularized in the 1820s and 1830s. In recent years, art historians have begun to rehabilitate Delaroche's critical reputation. His art provides what would otherwise be a missing link between Davidian Neoclassicism and the polished Academicism of Delaroche's student, Gérôme."," (French, 1797-1856)",13453|8491|23814|23930|22037|39078|7197
15352,"Delaune, Étienne",Étienne Delaune,https://art.thewalters.org/browse/creator/atienne-delaune,,," (French, 1519-1583)",17154
2341,Delaville,Delaville,https://art.thewalters.org/browse/creator/delaville,,,,19129
4936,"Delcour, Jean",Jean Delcour,https://art.thewalters.org/browse/creator/jean-delcour,,," (Flemish, 1627-1707)",12546
5016,Delecourt,Delecourt,https://art.thewalters.org/browse/creator/delecourt,,," (Dutch, active ca. 1789-1805)",33628
4226,"Delitio, Andrea",Andrea Delitio,https://art.thewalters.org/browse/creator/andrea-delitio,male,," (Italian, active 1440-1480)",39996
5015,Della Robbia family,Della Robbia family,https://art.thewalters.org/browse/creator/della-robbia-family,,," (Italian, active 15th-16th century)",38292
8327,"Della Rovere, Francesco Maria II Duke of Urbino","Francesco Maria II Della Rovere, Duke of Urbino",https://art.thewalters.org/browse/creator/francesco-maria-ii-della-rovere-duke-of-urbino,male,," (Italian, 1548-1631)",13209|8281|21004
36501,Delphin Massier & Cie.,Delphin Massier & Cie.,https://art.thewalters.org/browse/creator/delphin-massier,,," (French, 1885 - 1920)",103634|103644
3142,"Delpy, Hippolyte Camille",Hippolyte Camille Delpy,https://art.thewalters.org/browse/creator/hippolyte-camille-delpy,male,," (French, 1842-1910)",9300
6480,"Deneyn, Pieter Pietersz",Pieter Pietersz Deneyn,https://art.thewalters.org/browse/creator/pieter-pietersz-deneyn,,,,4934
33505,"Denisov, Andrei Dionis'evich",Andrei Dionis'evich Denisov,https://art.thewalters.org/browse/creator/andrei-dionisevich-denisov,,," (Russian, 1674 - 1730)",1276
33504,"Denisov, Simeon",Simeon Denisov,https://art.thewalters.org/browse/creator/simeon-denisov,,," (Russian, 1682 - 1741)",1276
6554,"Denner, Balthasar",Balthasar Denner,https://art.thewalters.org/browse/creator/balthasar-denner,male,," (German, 1685-1749)",582
16308,"Dente, Marco da Ravenna",Marco Dente da Ravenna,https://art.thewalters.org/browse/creator/marco-dente-da-ravenna,male,," (Italian, ca. 1486-1527)",13947
4150,"Deparis, Jacques-François",Jacques-François Deparis,https://art.thewalters.org/browse/creator/jacques-franbois-deparis,male,," (French, 1735-1797)",21080|35385|77457
4711,"Derbais, Jèrôme",Jèrôme Derbais,https://art.thewalters.org/browse/creator/jrrme-derbais,male,," (French, active 1668-1715)",22313
15413,Derby Porcelain Factory,Derby Porcelain Factory,https://art.thewalters.org/browse/creator/derby-porcelain-factory,,," (British, founded 1756)",26671|35525|31973|77478
4637,Deroche Firm,Deroche Firm,https://art.thewalters.org/browse/creator/deroche-firm,,," (French, c. 1800 - 1850)",26288
3461,"Derome, Nicolas-Denis",Nicolas-Denis Derome,https://art.thewalters.org/browse/creator/nicolas-denis-derome,,," (French, 1731 - 1790)",30467
3251,"Detaille, Jean Baptiste Edouard",Jean Baptiste Edouard Detaille,https://art.thewalters.org/browse/creator/jean-baptiste-edouard-detaille,male,," (French, 1848-1912)",15418|17549|24905|79173
